source,target
Frank Darabont,Daniel Davila
Agustín Díaz Yanes,Tom Kalin
E. Elias Merhige,Fatih Akin
Tarsem Singh,Patrick Gilles
Jerry Jameson,Alex Rivera
NA,David Hewlett
Alan Poul,Craig Moss
Gary Winick,Alex Craig Mann
Taylor Hackford,Lori Petty
Daisy von Scherler Mayer,Christopher Guest
Harold Ramis,Finn Taylor
Perry Andelin Blake,Daniel Taplitz
Katsuhiro Ôtomo,Robert Marcarelli
Sam Miller,Marco Kreuzpaintner
Michael Chapman,Salim Akil
Don Hall,Daniel Hsia
Mike Leigh,John Stephenson
Clint Eastwood,Richard Schenkman
Joe Carnahan,Frank LaLoggia
Kasi Lemmons,Martin Lawrence
Bronwen Hughes,Jamie Thraves
Jonathan Lynn,Jerry Rees
Steve Miner,Alex Rivera
Stephan Elliott,Richard Kwietniowski
Gordon Chan,John Simpson
Burr Steers,Derick Martini
Jon Lucas,S.R. Bindler
David Koepp,Finn Taylor
Atom Egoyan,Denys Arcand
Kasi Lemmons,Nicole Holofcener
Alfred Hitchcock,King Vidor
Taylor Hackford,Tommy Oliver
Jared Hess,Enrique Begne
Davis Guggenheim,Léa Pool
Clint Eastwood,Michael Burke
Maksim Fadeev,Aleksandr Veledinskiy
Josh Boone,Jake Schreier
Peter Lepeniotis,Brandon Cronenberg
Rob Zombie,William Phillips
Rick Famuyiwa,Michael Schultz
Richard Williams,Joe Chappelle
Gregor Jordan,Robert Moresco
Antonio Banderas,David Schwimmer
Jekyu Kang,Chanwook Park
Jonathan Frakes,Michael Walker
Brett Leonard,Daniel Petrie Jr.
NA,Kirk Loudon
Nimród Antal,Colin Minihan
Burr Steers,Vera Farmiga
Wes Craven,Dave Payne
Will Gluck,Matt Maiellaro
Steve Barron,Fatih Akin
David Hayter,Charles Binamé
Xavier Gens,Thomas Vinterberg
John Dahl,Nick Tomnay
Tate Taylor,Jennifer Finnigan
Dwight H. Little,Jonas Åkerlund
Michael Mayer,Andy Garcia
NA,Marcus Nispel
Joseph Kahn,Hunter Richards
Larry Charles,Chris Atkins
Alan Yuen,David Lam
Martin Weisz,Valeri Milev
David R. Ellis,Adam Green
Nicholas Stoller,Richard Ayoade
Luc Besson,Nadia Tass
Bill Paxton,Tom Kalin
Brad Anderson,Dan Harris
Kenny Ortega,Ryan Little
Peter Hewitt,Duncan Tucker
Jeffrey W. Byrd,Scott Foley
Steve Martino,Bill Melendez
Rick Famuyiwa,Eric Bross
Alejandro Monteverde,Zach Braff
Darren Aronofsky,Ash BaronCohen
David Wain,Frank Sebastiano
JK Youn,WooSuk Kang
Tommy Wirkola,Bradley Parker
Jim Field Smith,Collin Schiffli
Todd Field,David Schwimmer
Christopher Guest,Christopher Smith
Donald Petrie,Natalie Bible'
Steven Shainberg,Charles Binamé
John Whitesell,Goran Dukic
Chris Columbus,Daniel Hsia
Mike Nichols,Paul Fierlinger
Sidney Lumet,Frank LaLoggia
Karyn Kusama,David Cross
Fernando Meirelles,Andrucha Waddington
Richard Fleischer,Mars Callahan
Allen Hughes,Anthony O'Brien
Tony Kaye,Jon Gunn
Aaron Seltzer,Michael Tiddes
Ruben Fleischer,Ryan Fleck
Richard Fleischer,Dan Ireland
Ron Maxwell,David DeCoteau
Mark L. Lester,Mark Rydell
Stephen Hopkins,Matt Cimber
Eric Bress,Terence Davies
Carter Smith,Rick de Oliveira
Mark Brown,Eric Bross
Irwin Winkler,Mark Illsley
Teddy Chan,Johnnie To
Richard Eyre,Justin Kerrigan
William Bindley,David Jacobson
Jonathan Kaplan,Allison Anders
Gregor Jordan,Louis Morneau
Scott Speer,Rita Merson
Uli Edel,Fatih Akin
Dwight H. Little,Alan Jacobs
Brian TrenchardSmith,Fatih Akin
Michael Haneke,Wolfgang Becker
Tamra Davis,Leon Ichaso
Alexander Payne,James Ponsoldt
Walter Murch,Karen Moncrieff
David Lean,Frank Capra
John Carpenter,Richard Dutcher
Spike Lee,Mary Pat Kelly
George Gallo,Nick Love
Ben Affleck,Jamie Babbit
Tony Jaa,Chatrichalerm Yukol
Woody Allen,Joshua Tickell
Anthony Hemingway,Ryan Fleck
John Blanchard,Gerald Potterton
Danny DeVito,Greg Berlanti
Sam Miller,Bobcat Goldthwait
Lance Rivera,Michael Anderson
John G. Avildsen,Leslie H. Martinson
Danny Boyle,Vivek Agnihotri
William A. Fraker,Sam Peckinpah
Vadim Perelman,Shari Springer Berman
Mike Gabriel,Jennifer Wynne Farmer
Sngmoo Lee,Jonathan Kesselman
Sanaa Hamri,Patricia Cardoso
Richard Williams,John Sturges
Tom McCarthy,William H. Macy
Donald Petrie,Joseph Dorman
John Stockwell,Johnny Remo
Jake Paltrow,Roland Suso Richter
Michael Polish,Katherine Dieckmann
Steven Quale,David Cross
Christopher Cain,Jim Issa
Harold Ramis,Joe Swanberg
Ruben Fleischer,Alex Smith
Abel Ferrara,Vincent Gallo
Spike Lee,Tommy Oliver
Bruce Paltrow,Shari Springer Berman
John Cornell,Peter Faiman
Chris Koch,Jeremy Saulnier
Daisy von Scherler Mayer,Vic Sarin
Wayne Wang,Lance McDaniel
Vincenzo Natali,Isabel Coixet
John Whitesell,Catherine Jelski
Michael Winterbottom,Damien O'Donnell
Tyler Perry,Benny Boom
Billy Ray,Jeremy Saulnier
Danny DeVito,Frank Whaley
Andy Fickman,Jamie Travis
Michael Chapman,Doug Atchison
John Schlesinger,Jay Oliva
Nicholas Hytner,Jon Wright
Elaine May,Steve Buscemi
Neil Marshall,Phil Claydon
Clint Eastwood,Craig Zobel
Harold Ramis,Hans Canosa
Li Zhang,Alice Wu
John Duigan,William Arntz
Harry Elfont,Robert Lee King
Peter Hastings,Frank LaLoggia
Rowdy Herrington,Rick Bieber
Jim Sonzero,Roger Avary
Kevin Smith,James Mottern
Alfred Hitchcock,John Huston
Rowdy Herrington,Perry Lang
Darren Lynn Bousman,Leigh Whannell
Bruce Paltrow,Fred Savage
Kevin Tancharoen,Harmony Korine
David Gordon Green,Jamie Travis
Roger Christian,Terron R. Parsons
Joseph Kahn,Rob McKittrick
Wes Craven,Ben Lewin
Victor Salva,Will Canon
Andy Tennant,E.L. Katz
Christopher Smith,Mel Smith
Francis Ford Coppola,Jonathan Parker
Jeffrey W. Byrd,Benny Boom
Brendan Malloy,Bob Odenkirk
Wes Craven,Finn Taylor
Stéphane Aubier,Eric Lavaine
Woody Allen,Phil Morrison
Jamie Blanks,Marc Schölermann
David Mirkin,James David Pasternak
Sidney Lumet,John Ford
Brian Helgeland,Eric Schaeffer
Michael O. Sajbel,Raja Menon
David Koepp,Eric Mendelsohn
Woody Allen,Richard Ayoade
Callie Khouri,Jason Stone
Brian A Miller,Mickey Liddell
John Stockwell,Travis Romero
Harold Ramis,EmmaKate Croghan
Carroll Ballard,Julian Gilbey
Jonathan Hensleigh,Adrienne Shelly
John Lafia,Nicole Holofcener
Marcus Raboy,Eric Bross
Alexandre Aja,David Worth
Frank Marshall,Jonathan Parker
Adrian Lyne,Greg Harrison
Stephen Frears,Oliver Blackburn
Hark Tsui,Dave Rodriguez
James Ivory,Gary Sinyor
Robert Ben Garant,Jeff Lowell
Lawrence Kasdan,Lynn Shelton
Bernardo Bertolucci,Alice Wu
Trent Cooper,Fred Walton
Michael Hoffman,Benni Diez
Catherine Hardwicke,Stefan C. Schaefer
Angela Robinson,Gareth Edwards
Rob Zombie,Sylvio Tabet
John Schlesinger,Susan Seidelman
Juraj Jakubisko,John Stephenson
Jonathan Levine,Brad J. Silverman
Julien Temple,Lynne Ramsay
Alain Resnais,Claude Miller
Fred Wolf,John Murlowski
Dave Borthwick,Leos Carax
Anand Tucker,Mateo Gil
Michael Dinner,Matthew Bright
Alexander Payne,Rebecca Miller
David Lynch,Anna Mastro
Alfred Hitchcock,Richard Brooks
John Lafia,Sacha Bennett
Vadim Perelman,Brian Dannelly
William Bindley,Patty Jenkins
Anthony Bell,Robert Cary
David Slade,Bradley Rust Gray
John R. Leonetti,Romesh Sharma
James Ivory,Richard Glatzer
Richard Linklater,Kelly Reichardt
Nigel Cole,Carmen Marron
Karan Johar,Yash Chopra
Joseph Kahn,David DeCoteau
Ronny Yu,David Caffrey
John Lafia,Michael Anderson
Jay Duplass,Noah Baumbach
Steve Pink,Courtney Hunt
Joshua Logan,John Ford
Anand Tucker,Dave McKean
Sergey Bondarchuk,Tommy Lee Wallace
Michael Dinner,Frank Sebastiano
Alfred Hitchcock,John Ford
Antonia Bird,Anna Boden
Gary Fleder,Bruce Dellis
Henry Joost,Tod Williams
David O. Russell,Julie Davis
Stephen Chbosky,Lynne Ramsay
Eric Lartigau,Maïwenn
Thomas Carter,Alec Asten
JeanMarc Vallée,Gillian Robespierre
Ben Stassen,Jon Gunn
John Blanchard,John Cameron Mitchell
Dan Curtis,Michael McGowan
Kevin Allen,Tim Hunter
Ben Affleck,Alex Smith
Sajid Khan,Vipul Amrutlal Shah
Christophe Gans,EmmaKate Croghan
Rod Lurie,Brandon Trost
Tom Holland,Sylvio Tabet
Dwight H. Little,Jeff Crook
Chanwook Park,Rodrigo García
Pierre Morel,Rania Attieh
James Watkins,Paul Andrew Williams
Paul Schrader,Mark Tonderai
Fred Wolf,Tanner Beard
Jake Paltrow,Shane Meadows
David Zucker,Lauren Lazin
Fede Alvarez,Mike Mills
Kirk Jones,Jamie Travis
Sergey Bondarchuk,Elia Kazan
Chuck Sheetz,Ken Shapiro
Rick Famuyiwa,Darren Grant
Geoff Murphy,Ash BaronCohen
Matt Williams,Vicky Jewson
Anne Fletcher,Sol Tryon
Donald Petrie,Daryl Wein
Julien Temple,Liv Ullmann
Richard Linklater,Adrienne Shelly
David Anspaugh,Nnegest Likké
David Lynch,Gregory Widen
Ronny Yu,David Cross
Sean McNamara,Daniel Petrie Jr.
James Gray,Jaime Zevallos
Neil LaBute,Kevin Tenney
Drew Barrymore,Jeremy Saulnier
Sean Anders,Malcolm Goodwin
Christian Duguay,Greg Harrison
Bruce Hunt,Jamie Babbit
Tom McCarthy,Alison Maclean
Rodman Flender,Michael Tiddes
Russell Mulcahy,Bruce Dellis
Bruce Paltrow,Duane Journey
James Schamus,Brandon Cronenberg
Woody Allen,Gillian Robespierre
Bart Freundlich,Nathan Frankowski
Dan Harris,Meiert Avis
Nicholas Ray,George Sidney
Jerry Jameson,Greg Harrison
John Boorman,John Ford
Kasi Lemmons,Warren P. Sonoda
Jeannot Szwarc,William Wyler
Kenneth Lonergan,Dan Trachtenberg
Dustin Hoffman,Thaddeus O'Sullivan
Ed Harris,Tim Boxell
Richard Kelly,Lucky McKee
James Isaac,Rob Hedden
Andrew Traucki,Jeremy Sims
Fred Wolf,Jeff Garlin
Wayne Thornley,Craig Moss
Carroll Ballard,Oren Moverman
Chris Koch,Alison Maclean
Jeannot Szwarc,Robert Rossen
Rian Johnson,Benjamin Dickinson
Ken Annakin,Guy Hamilton
Darnell Martin,John Cameron Mitchell
John G. Avildsen,Paul Bartel
Chris Koch,Danny Perez
E. Elias Merhige,Giovanni Zelko
Danny Leiner,Michael Tiddes
Claude Chabrol,François Ozon
Mark Herman,Shane Meadows
Dwight H. Little,Timothy Woodward Jr.
Ferzan Ozpetek,Maïwenn
Stefan Ruzowitzky,Fatih Akin
Paul Thomas Anderson,Jack Heller
David S. Ward,Rusty Cundieff
John Glen,Kristin Rizzo
Neil Marshall,Ben Wheatley
Yash Chopra,Vipul Amrutlal Shah
Brian Henson,Rakeysh Omprakash Mehra
Lars von Trier,Fatih Akin
George Gallo,Dave Meyers
Jessica Bendinger,Max Joseph
Marcus Raboy,Damian Nieman
John Cromwell,Michael Curtiz
Patricia Riggen,Frank Lotito
Mennan Yapo,Chris Shadley
Kevin Greutert,Deon Taylor
Richard Fleischer,Henry Hathaway
David Raynr,Mike Mills
Mira Nair,Ritesh Batra
Léa Pool,JeanJacques Mantello
Ken Annakin,Jerome Robbins
Noah Baumbach,Matt BettinelliOlpin
John Fortenberry,Francesca Gregorini
James Ivory,Eric Styles
John Gray,Robert Townsend
Carol Reed,King Vidor
Michael McCullers,Matt Maiellaro
Tamara Jenkins,Nicole Holofcener
Carroll Ballard,Michael McGowan
Scott Frank,Craig Johnson
Rowdy Herrington,Conor McPherson
Peter Cattaneo,Stefan Schwartz
Paul Gross,Chris Eyre
Alain Resnais,Michel Leclerc
David Wain,Matt Walsh
Robert Wise,Roger Nygard
Kari Skogland,Rodrigo García
Leon Ichaso,Rusty Cundieff
Craig R. Baxley,Douglas Cheek
William Bindley,Ted Post
E. Elias Merhige,Mike Cahill
Sam Miller,Gabriela Tagliavini
James Gartner,H.M. Coakley
David R. Ellis,William Eubank
Sarik Andreasyan,Jeta Amata
Paul Thomas Anderson,Maria Maggenti
David Palmer,Rebecca Miller
Juan José Campanella,Fabián Bielinsky
Christopher Guest,Michael Tiddes
Douglas McGrath,David Worth
Josef Rusnak,Jason Alexander
Mark Rosman,Max Joseph
Michael O. Sajbel,Dave Payne
Jesse Vaughan,Enrique Begne
Dennis Iliadis,Tom McLoughlin
Eric Bross,Fred Savage
Michael Dinner,Steve Buscemi
Ronny Yu,Cassandra Nicolaou
John Polson,Efram Potelle
Dewey Nicks,Nat Faxon
John Luessenhop,Jack Heller
J.B. Rogers,Quentin Dupieux
Mark L. Lester,John Ford
Tina Gordon Chism,Warren P. Sonoda
Wallace Wolodarsky,Morgan J. Freeman
Gregor Jordan,Larry Clark
Peter Sollett,James Cox
Jonathan Levine,Gareth Edwards
Dean Israelite,Vicky Jewson
Ken Annakin,Henry Koster
John Polson,David Cross
David Schwimmer,Cédric Klapisch
Hal Needham,Jim Jarmusch
Jay Duplass,Perry Lang
Katja von Garnier,Karen Moncrieff
Ernest R. Dickerson,Leonard Farlinger
Andy Cadiff,Michael Walker
James Foley,Peter M. Cohen
Julio DePietro,Matt Piedmont
John Sayles,Guy Hamilton
Marcos Siega,José Luis Valenzuela
Sergio Leone,John 'Bud' Cardos
Brian Koppelman,Michael Landon Jr.
Wallace Wolodarsky,Todd Solondz
Mervyn LeRoy,Michael Anderson
Terence Davies,James Toback
Bruce Paltrow,John Murlowski
Julien Temple,Eric Styles
Stephan Elliott,Youssef Delara
Bronwen Hughes,Peter Stebbings
John Badham,Allison Anders
Alejandro Agresti,Daryl Wein
Brad Anderson,Peter M. Cohen
William Shatner,Roger Nygard
Martin Ritt,Jim Amatulli
Scott Marshall,William Kaufman
Christopher Smith,Barry Skolnick
Luis Mandoki,Bruno Barreto
Chanwook Park,Lisa Cholodenko
Ethan Coen,Daniel Schechter
Paul Michael Glaser,Michael Roemer
Mark L. Lester,Don Taylor
Richard Benjamin,Allison Burnett
Niels Arden Oplev,Kay Pollak
Gurinder Chadha,Rakeysh Omprakash Mehra
Jane Campion,Jim Mickle
Nigel Cole,Emily Dell
George Hickenlooper,Amanda Gusack
Karan Johar,Kabir Sadanand
Dwight H. Little,Richard Montoya
Yash Chopra,Rakeysh Omprakash Mehra
James DeMonaco,Jonas Åkerlund
Ken Shapiro,Fred Savage
Kevin Greutert,Tony Krantz
Olivier Assayas,Joshua Marston
Josef Rusnak,Laurie Collyer
Guillaume Canet,Thomas Lilti
Roger Vadim,Fred Zinnemann
Derrick Borte,Michael Cuesta
Martha Coolidge,Stuart Hazeldine
Rowdy Herrington,Maggie Greenwald
William Dear,Nathan Frankowski
Kevin Greutert,Brad J. Silverman
Mervyn LeRoy,Fred Zinnemann
Tony Kaye,Sut Jhally
Victor Salva,Jacob Aaron Estes
Mel Brooks,Ralph Nelson
Valeri Milev,Richard Glatzer
Bille Woodruff,Neema Barnette
Matty Rich,Mark Tarlov
Rodrigo García,Ian Fitzgibbon
Chris Rock,Daniel Hsia
Russell Holt,Sterling Van Wagenen
Julien Temple,Alison Maclean
Floyd Mutrux,Mars Callahan
Richard Benjamin,Michael Walker
Jaume Balagueró,Fernando León de Aranoa
Shana Feste,Mike Cahill
Michael Corrente,Patrick Stettner
Ruairi Robinson,Richard Raymond
Joseph Zito,Ruggero Deodato
Rowdy Herrington,Pete Jones
Christopher Smith,Justin Kerrigan
Sheldon Lettich,Newt Arnold
Davis Guggenheim,Michael D. Sellers
Jeff Nichols,Jamie Babbit
Michael Hoffman,Eric Mendelsohn
Rowan Joffe,Ben Wheatley
Stewart Hendler,Darin Scott
Eric Lavaine,Xavier Beauvois
Tony Richardson,Fred Zinnemann
Mervyn LeRoy,Michael Curtiz
Terence Davies,Roger Avary
Lynne Ramsay,Raymond De Felitta
Vincenzo Natali,David Hewlett
Stanley Kramer,John Huston
Katt Shea,Scott Ziehl
Mark L. Lester,J. Lee Thompson
Michael Winner,Frank Perry
Alan Alda,Jerome Robbins
Linda Mendoza,Gabriela Tagliavini
Jake Scott,Allison Anders
Amy Heckerling,Kat Coiro
István Szabó,Andrew Steggall
Rob Zombie,Adrienne Shelly
Dean Wright,Joshua Marston
John Sayles,Morgan J. Freeman
Ben Falcone,Lynn Shelton
Michael Winterbottom,Jon Shear
Tom McCarthy,Michael Walker
Julien Temple,Simon Yin
Leonard Nimoy,Roger Nygard
Nicole Holofcener,James Manera
Todd StraussSchulson,Michael Walker
Eric Bross,Charles Adelman
William Dear,Jon Gunn
Andrea Di Stefano,Mona Fastvold
Sean McNamara,David Cross
Tyler Perry,Melvin Van Peebles
Jon Lucas,Alex Craig Mann
Ed Harris,Amy Holden Jones
Michael Winnick,Dan Rush
Kim Nguyen,Michael McGowan
Andrea Di Stefano,Sean Durkin
Andrew Fleming,Greg Harrison
Bigas Luna,Luc Jacquet
Stanley Kramer,Victor Fleming
Franklin J. Schaffner,Robert Rossen
James DeMonaco,Youssef Delara
Michael Moore,Patrick Creadon
Bruce McCulloch,Marianna Palka
Jeff Lowell,Michael Landon Jr.
Kenneth Johnson,Russ Meyer
William Bindley,Douglas Trumbull
Michael Dowse,Ben Wheatley
Chris Koch,Joe Swanberg
Charles Binamé,Leonard Farlinger
Neal Brennan,Craig Moss
Christopher Cain,Jonathan Wacks
Richard Linklater,Bradley Rust Gray
Dean Israelite,Max Joseph
Drew Barrymore,Douglas Cheek
R.J. Cutler,Jon Gunn
Rowdy Herrington,Mary Pat Kelly
Terence Davies,Kate Connor
Noah Baumbach,Whit Stillman
Shari Springer Berman,Morgan J. Freeman
Chris Koch,Hans Canosa
Michael Winner,Roger Avary
Mario Van Peebles,Melvin Van Peebles
Steve Beck,Eric Mendelsohn
Paul Schrader,Maggie Greenwald
Jake Goldberger,Patty Jenkins
Vic Sarin,Damien O'Donnell
Tony Richardson,Henry Hobson
John Fortenberry,Matt Maiellaro
John Duigan,Kristin Rizzo
Katherine Dieckmann,Paolo Monico
Fred Zinnemann,Frank Borzage
Zach Cregger,Fenton Bailey
Randal Kleiser,Tyler Oliver
Alain Resnais,Mathieu Amalric
James Toback,Jesse Peretz
Ciarán Foy,Anthony O'Brien
Amy Heckerling,Ken Del Conte
Henry Koster,Michael Curtiz
Lynne Ramsay,Sam Levinson
Kenneth Johnson,Christopher Scott Cherot
David Hayter,Warren Sheppard
Kevin Brodie,Bruce Macdonald
Marc Forby,Hank Braxtan
Fred Zinnemann,John Huston
Cédric Klapisch,Michel Leclerc
Kenneth Lonergan,Gillian Robespierre
Elizabeth Allen Rosenbaum,Christopher Hutson
Hal Needham,Jack Perez
Darren Lynn Bousman,Brad J. Silverman
Sylvio Tabet,Ruggero Deodato
Michael Schultz,Dave Meyers
Bob Gosse,Jennifer Finnigan
Rohan Sippy,R. Balki
Michael Curtiz,Walter Lang
Stewart Raffill,Henry King
Shintaro Shimosawa,Russell Friedenberg
Fred Zinnemann,Jim Abrahams
Preston A. Whitmore II,Michael Taliferro
Steven Shainberg,Craig Zobel
Dan O'Bannon,Jack Sholder
Steve Gomer,Jacob Aaron Estes
Jake Schreier,Gia Coppola
Harley Cokeliss,Alex Cox
David Webb Peoples,Alice Wu
Michael Polish,Richard Schenkman
Jay Duplass,Qasim Basir
Glen Morgan,Scott Smith
Léa Pool,Harry Gantz
Jay Duplass,Frank Lotito
Fred Zinnemann,Frank Capra
Henry Koster,Richard Brooks
Preston A. Whitmore II,Emily Dell
Michael McGowan,Charles Ferguson
Michael Curtiz,Richard Brooks
Danny Leiner,Michael Walker
Stanley Tong,ChiaLiang Liu
Stewart Hendler,Oliver Blackburn
Alan Alda,Stanley Donen
Richard Kwietniowski,Paul Donovan
Nicholas Ray,John Reinhardt
Michael Tiddes,Robert Cary
Nicholaus Goossen,Richard Brooks
Rob Zombie,Ward Roberts
Christopher Landon,Tod Williams
Richard Wallace,Richard Brooks
Mark Brown,Neema Barnette
Daisy von Scherler Mayer,Eric Schaeffer
George Roy Hill,Michael D. Sellers
Siddharth Anand,Jugal Hansraj
Rob Hedden,Adam Marcus
Joe Chappelle,Christopher Leitch
Jim Hanon,Goran Dukic
Andrew Erwin,Bruce Macdonald
Michael Tiddes,Jill Sprecher
Ole Christian Madsen,Boris Rodriguez
Oren Peli,Tod Williams
John Sayles,Tara Subkoff
J.S. Cardone,Kate Connor
Cecil B. DeMille,Michael Gornick
Noah Baumbach,Ti West
Rob Hedden,John Carl Buechler
Rakeysh Omprakash Mehra,James Dodson
Analeine Cal y Mayor,Brandon Cronenberg
Jay Duplass,Katie Aselton
Tony Richardson,Rebecca Miller
Charles Binamé,Bruce McDonald
John Huston,Howard Hawks
Abel Ferrara,Paul Fierlinger
Nicole Holofcener,Steve Buscemi
Frank Perry,Tim Boxell
Harley Cokeliss,Ralph Nelson
Victor Fleming,George Sidney
Léa Pool,U. Roberto Romano
Léa Pool,Pan Nalin
Lisa Azuelos,Greg Harrison
Ayan Mukerji,Shimit Amin
Charles Binamé,Boris Rodriguez
Mickey Liddell,Shyam Madiraju
Guy Hamilton,Edward Dmytryk
Dan Harris,Michael Burke
Jim Issa,Jonathan Meyers
Victor Fleming,Frank Capra
Takeshi Kitano,Bruce Dellis
Kabir Sadanand,Rajkumar Hirani
R. Balki,Rajkumar Hirani
Arthur Hiller,Chris Atkins
Léa Pool,Mor Loushy
Rusty Cundieff,Adam Carolla
Léa Pool,Florence Ayisi
Christopher Cain,Malcolm Goodwin
David S. Ward,Corbin Bernsen
Floyd Mutrux,Bruce Dellis
Walter Lang,William Wyler
Edward Burns,Brian Caunter
Charles Adelman,Enrique Begne
Jay Duplass,Matthew Watts
Robert Lee King,Tony Giglio
Barrett Esposito,Bob Giraldi
John Ford,Howard Hawks
Leonard Farlinger,Chris Eyre
Anurag Basu,Lance McDaniel
Andrew Erwin,Alex Kendrick
Joseph Zito,Eddie O'Flaherty
Nicholas Jarecki,Nate Parker
James Toback,James Mottern
Peter Sollett,Lori Silverbush
Michael Tiddes,Corey Grant
David Gelb,Maggie Carey
Michael Tiddes,David M. Matthews
Andrew Erwin,Bill Muir
William Kaufman,David Boyd
Sylvio Tabet,Justin Thomas Ostensen
Christopher Smith,Dan Reed
Rob Hedden,Adam Green
John Huston,Paul Bunnell
Shari Springer Berman,Frank Whaley
Rakeysh Omprakash Mehra,Deryck Broom
Feroz Abbas Khan,Romesh Sharma
Charles Ferguson,Joshua Tickell
Rohan Sippy,Arjun Sablok
Léa Pool,Amal AlAgroobi
Risa Bramon Garcia,Gillian Robespierre
Léa Pool,Andrew Berends
Nicholaus Goossen,Adam Green
Léa Pool,Valentine
Jeremy Saulnier,Maggie Carey
Tom Schulman,Susan Seidelman
Leonard Farlinger,Jonathan Wacks
Victor Fleming,Jack Conway
David S. Ward,Daniel Mellitz
Doug Atchison,Brian Baugh
Bob Gosse,Kat Coiro
Zal Batmanglij,David Cross
Richard Brooks,Elia Kazan
Edward Burns,Danny Provenzano
Michael Landon Jr.,Tony Giglio
Conor McPherson,Thorbjørn Christoffersen
Léa Pool,Jem Cohen
Ed GassDonnelly,Daniel Stamm
Léa Pool,Dave Carroll
Frank Capra,Tay Garnett
Stiles White,Levan Gabriadze
Raja Menon,Ritesh Batra
Jay Duplass,Lynn Shelton
Léa Pool,James Bidgood
Frank Capra,Jack Conway
Morgan J. Freeman,Jamie Babbit
